Evento_ID,Acción,Responsable,Estado,Acción_requerida,Tiempo_estimado
1929,Decorar,Ashley Richmond,Pendiente,Decorar,69
1930,Decorar,Ian Foster,Pendiente,Decorar,40
1931,Ejecutar evento,Chase Sims,Pendiente,Ejecutar evento,62
1932,Enviar invitaciones,Mary Cox,Finalizado,Reservar local,65
1933,Enviar invitaciones,Emily Greene,Finalizado,Reservar local,61
1934,Reservar local,James Sutton,En proceso,Reservar local,24
1935,Comprar materiales,Angela Thomas,Pendiente,Reservar local,23
1936,Comprar materiales,Roberta Cox,Finalizado,Enviar invitaciones,52
1937,Reservar local,Mrs. Misty Brown,Pendiente,Reservar local,56
1938,Ejecutar evento,Ashley Harvey,Finalizado,Decorar,33
1939,Enviar invitaciones,Scott Davis,En proceso,Comprar materiales,85
1940,Enviar invitaciones,Felicia Perez,Pendiente,Reservar local,31
1941,Comprar materiales,Amanda Walker,En proceso,Comprar materiales,56
1942,Comprar materiales,Cassandra Oconnell,Finalizado,Ejecutar evento,30
1943,Decorar,Jason Ibarra,Finalizado,Comprar materiales,80
1944,Comprar materiales,Jessica Castro,Finalizado,Reservar local,26
1945,Comprar materiales,Martha Adams PhD,Pendiente,Enviar invitaciones,51
1946,Decorar,Claudia Parker,Pendiente,Ejecutar evento,89
1947,Comprar materiales,Clayton Fisher,En proceso,Reservar local,49
1948,Reservar local,Tammy Moore,En proceso,Enviar invitaciones,45
1949,Reservar local,John Owens,Pendiente,Comprar materiales,49
1950,Enviar invitaciones,Brittney Coleman,Pendiente,Enviar invitaciones,89
1951,Decorar,Cassandra Bennett,En proceso,Reservar local,61
1952,Enviar invitaciones,James Park,Finalizado,Ejecutar evento,25
1953,Reservar local,Jonathon Brown,Finalizado,Reservar local,21
1954,Comprar materiales,Erin George,Pendiente,Ejecutar evento,25
1955,Comprar materiales,Mr. Timothy Stanley,En proceso,Decorar,49
1956,Enviar invitaciones,Jacqueline Gould,Pendiente,Enviar invitaciones,31
1957,Ejecutar evento,Rachel Cohen,Pendiente,Decorar,19
1958,Enviar invitaciones,Melissa Ryan,En proceso,Ejecutar evento,15
1959,Comprar materiales,Kaitlyn Sutton,Pendiente,Decorar,45
1960,Decorar,Nicole Phillips,Finalizado,Decorar,36
1961,Reservar local,Monica Miller,Finalizado,Comprar materiales,68
1962,Reservar local,Mary Garner,Finalizado,Reservar local,70
1963,Enviar invitaciones,Robin Frey,Finalizado,Reservar local,24
1964,Ejecutar evento,Sabrina Rogers,Finalizado,Reservar local,63
1965,Comprar materiales,Brenda Watson,Pendiente,Reservar local,56
1966,Decorar,Seth Lynn,Finalizado,Ejecutar evento,15
1967,Enviar invitaciones,Chase Miller,En proceso,Decorar,25
1968,Ejecutar evento,Andrew Bray,En proceso,Ejecutar evento,52
1969,Decorar,Tamara Oneill,Pendiente,Ejecutar evento,28
1970,Enviar invitaciones,Tracey Ramos,Finalizado,Comprar materiales,36
1971,Reservar local,Tiffany Escobar,Finalizado,Reservar local,60
1972,Enviar invitaciones,Lauren Dennis,En proceso,Ejecutar evento,29
1973,Ejecutar evento,Nathan Young,En proceso,Enviar invitaciones,39
1974,Decorar,Christina Carter,En proceso,Reservar local,15
1975,Comprar materiales,Mr. Robert Nguyen,En proceso,Reservar local,54
1976,Reservar local,Robert Thomas,Finalizado,Enviar invitaciones,87
1977,Decorar,Tanner Carroll,Pendiente,Ejecutar evento,74
1978,Reservar local,Daniel Thompson,Finalizado,Ejecutar evento,67
1979,Enviar invitaciones,Kimberly Jackson,En proceso,Comprar materiales,78
1980,Enviar invitaciones,Nicholas Moore,En proceso,Decorar,71
1981,Comprar materiales,Jill Taylor,Finalizado,Ejecutar evento,49
1982,Decorar,Laura Estrada,Pendiente,Comprar materiales,74
1983,Reservar local,Scott Barnett,Finalizado,Ejecutar evento,49
1984,Enviar invitaciones,Kathleen Mills,Finalizado,Comprar materiales,80
1985,Enviar invitaciones,Paula Brown,Finalizado,Ejecutar evento,61
1986,Comprar materiales,Jessica Farrell,Finalizado,Comprar materiales,21
1987,Ejecutar evento,David Bell,Finalizado,Ejecutar evento,52
1988,Enviar invitaciones,James Garrison,Finalizado,Decorar,61
1989,Decorar,Joshua Williams,Finalizado,Ejecutar evento,59
1990,Ejecutar evento,Selena Young,Finalizado,Decorar,58
1991,Enviar invitaciones,Karen Rivera,Finalizado,Reservar local,73
1992,Enviar invitaciones,Roy Jackson,Finalizado,Decorar,68
1993,Reservar local,Samantha Bird,Pendiente,Ejecutar evento,70
1994,Ejecutar evento,Riley Waters,Finalizado,Decorar,51
1995,Ejecutar evento,Aimee Guerrero,Finalizado,Ejecutar evento,70
1996,Decorar,Kathryn Jackson,En proceso,Comprar materiales,80
1997,Comprar materiales,Claudia Perez,Finalizado,Comprar materiales,53
1998,Ejecutar evento,William Jenkins,Pendiente,Decorar,31
1999,Comprar materiales,Sierra Wilson,Pendiente,Decorar,18
2000,Ejecutar evento,Michelle Jones,Pendiente,Ejecutar evento,66
2001,Enviar invitaciones,Vanessa Christian,Pendiente,Comprar materiales,33
2002,Decorar,Jeffrey Fowler,Finalizado,Ejecutar evento,22
2003,Reservar local,Dr. Benjamin Contreras,Finalizado,Ejecutar evento,52
2004,Enviar invitaciones,Kimberly Perry,En proceso,Comprar materiales,57
2005,Ejecutar evento,Ryan Smith,Finalizado,Ejecutar evento,73
2006,Enviar invitaciones,Sabrina Roth,Pendiente,Decorar,41
2007,Decorar,Eric Meyer,Finalizado,Decorar,73
2008,Reservar local,Stephanie Villanueva,Pendiente,Decorar,71
2009,Enviar invitaciones,Steve Taylor,Pendiente,Comprar materiales,51
2010,Reservar local,Stephanie Jarvis,En proceso,Reservar local,76
2011,Ejecutar evento,Brett Robinson,Pendiente,Decorar,58
2012,Reservar local,William Ray,Finalizado,Comprar materiales,51
2013,Decorar,Robert Gutierrez,En proceso,Comprar materiales,23
2014,Comprar materiales,Todd Martin,En proceso,Enviar invitaciones,73
2015,Enviar invitaciones,Caleb Jackson,Finalizado,Enviar invitaciones,21
2016,Reservar local,Emily Turner,En proceso,Decorar,45
2017,Ejecutar evento,Brandy Patterson,En proceso,Enviar invitaciones,74
2018,Comprar materiales,William Watkins,En proceso,Ejecutar evento,39
2019,Enviar invitaciones,Kelly Jordan,En proceso,Ejecutar evento,81
2020,Ejecutar evento,Crystal Mcintosh,Finalizado,Decorar,54
2021,Decorar,Katherine Reed,En proceso,Comprar materiales,89
2022,Ejecutar evento,Ryan Tanner,Pendiente,Reservar local,78
2023,Comprar materiales,Jasmine Reid,En proceso,Reservar local,65
2024,Reservar local,Jacob Moore,En proceso,Ejecutar evento,17
2025,Decorar,Joshua Wheeler,Pendiente,Decorar,20
2026,Enviar invitaciones,Jose Wyatt,Finalizado,Enviar invitaciones,51
2027,Enviar invitaciones,Benjamin Murphy,En proceso,Reservar local,63
2028,Enviar invitaciones,Crystal Adams,En proceso,Decorar,55
2029,Decorar,Madeline Roberts,Pendiente,Comprar materiales,79
2030,Reservar local,Joy Weaver,Pendiente,Reservar local,54
2031,Reservar local,Mary Williams,Finalizado,Ejecutar evento,73
2032,Reservar local,Amy Cummings,Pendiente,Reservar local,61
2033,Decorar,Derek Thomas,Finalizado,Decorar,45
2034,Reservar local,Mark Smith,Pendiente,Comprar materiales,29
2035,Reservar local,Darin Smith,Finalizado,Enviar invitaciones,64
2036,Ejecutar evento,Scott Fuller,Finalizado,Decorar,56
2037,Decorar,Laura Mcfarland,Pendiente,Comprar materiales,27
2038,Decorar,Gregory Long,Pendiente,Reservar local,19
2039,Enviar invitaciones,Roy Turner,En proceso,Ejecutar evento,49
2040,Ejecutar evento,Thomas Jensen,Finalizado,Ejecutar evento,86
2041,Comprar materiales,Mark Clark,Finalizado,Ejecutar evento,57
2042,Decorar,Kyle King,En proceso,Ejecutar evento,54
2043,Ejecutar evento,Crystal Ingram,Finalizado,Comprar materiales,23
2044,Decorar,Jessica Mitchell,En proceso,Decorar,50
2045,Decorar,Megan Moreno,En proceso,Decorar,45
2046,Comprar materiales,Ian Ochoa,Finalizado,Comprar materiales,62
2047,Ejecutar evento,Thomas Taylor,En proceso,Decorar,46
2048,Ejecutar evento,Christina Porter,Finalizado,Enviar invitaciones,65
2049,Enviar invitaciones,Bradley Rodriguez,En proceso,Enviar invitaciones,81
2050,Comprar materiales,Bonnie Shah,Finalizado,Decorar,31
2051,Comprar materiales,Anthony Rush,En proceso,Decorar,65
2052,Decorar,Cynthia Johnson,En proceso,Ejecutar evento,36
2053,Ejecutar evento,James Ward,Pendiente,Reservar local,21
2054,Ejecutar evento,Mallory Scott,Pendiente,Enviar invitaciones,42
2055,Comprar materiales,Calvin Hays,En proceso,Decorar,45
2056,Decorar,Tracy Mitchell,Finalizado,Reservar local,26
2057,Comprar materiales,Brooke Adams,Pendiente,Decorar,53
2058,Reservar local,Angela Diaz,En proceso,Comprar materiales,83
2059,Enviar invitaciones,Todd Gonzalez,Finalizado,Reservar local,72
2060,Ejecutar evento,Kathleen Sullivan,Pendiente,Reservar local,17
2061,Comprar materiales,Michael Reyes,Finalizado,Enviar invitaciones,61
2062,Reservar local,Juan Mcdonald,Finalizado,Ejecutar evento,50
2063,Comprar materiales,John Velazquez,Finalizado,Decorar,27
2064,Comprar materiales,Megan Summers,En proceso,Comprar materiales,48
2065,Reservar local,Alexander Crawford,Finalizado,Ejecutar evento,42
2066,Enviar invitaciones,Miss Angel Clark,En proceso,Ejecutar evento,50
2067,Comprar materiales,David Alexander,Finalizado,Reservar local,30
2068,Comprar materiales,Damon Hughes,Pendiente,Ejecutar evento,77
2069,Enviar invitaciones,Laura Fisher,Finalizado,Reservar local,80
2070,Reservar local,Patricia Reese,Pendiente,Comprar materiales,34
2071,Comprar materiales,Colleen Carter,Pendiente,Decorar,51
2072,Ejecutar evento,Jose Stephenson,Finalizado,Comprar materiales,19
2073,Decorar,Corey Neal,Finalizado,Ejecutar evento,52
2074,Decorar,Alan Morales,Finalizado,Reservar local,44
2075,Comprar materiales,Lisa Butler,En proceso,Ejecutar evento,49
2076,Comprar materiales,Mary Evans,Finalizado,Enviar invitaciones,25
2077,Decorar,Kevin Christian,En proceso,Ejecutar evento,32
2078,Enviar invitaciones,Marc Edwards,En proceso,Comprar materiales,35
2079,Comprar materiales,Janice Hale,En proceso,Ejecutar evento,16
2080,Enviar invitaciones,Robert Black,Finalizado,Decorar,69
2081,Ejecutar evento,Marcus Sanchez,Pendiente,Decorar,82
2082,Ejecutar evento,Shirley Gomez,En proceso,Enviar invitaciones,32
2083,Enviar invitaciones,Connor Walker,Pendiente,Reservar local,83
2084,Decorar,Samantha Robertson,Finalizado,Comprar materiales,16
2085,Enviar invitaciones,Scott Davis,En proceso,Enviar invitaciones,33
2086,Reservar local,Susan Hanna,En proceso,Enviar invitaciones,88
2087,Ejecutar evento,Harry Howard,En proceso,Ejecutar evento,50
2088,Comprar materiales,Amanda Williams,Pendiente,Decorar,47
2089,Decorar,Jonathan Wilkins,En proceso,Decorar,88
2090,Comprar materiales,Tyler Price,En proceso,Decorar,49
2091,Enviar invitaciones,Billy Curtis,Finalizado,Comprar materiales,77
2092,Enviar invitaciones,Vanessa Barnes,Pendiente,Reservar local,61
2093,Decorar,Cory Summers,En proceso,Reservar local,15
2094,Reservar local,Sarah Foster,Finalizado,Enviar invitaciones,20
2095,Comprar materiales,Sarah Stephens,Finalizado,Ejecutar evento,75
2096,Enviar invitaciones,Jason Scott,En proceso,Enviar invitaciones,36
2097,Decorar,Darren Rasmussen,Pendiente,Comprar materiales,25
2098,Comprar materiales,Joe Johnson,En proceso,Reservar local,71
2099,Reservar local,Jennifer Butler,En proceso,Reservar local,74
2100,Comprar materiales,Phyllis Green,En proceso,Comprar materiales,43
2101,Ejecutar evento,Catherine Crosby,Pendiente,Decorar,42
2102,Reservar local,Leah Calhoun,En proceso,Reservar local,49
2103,Enviar invitaciones,Christopher Lawson,En proceso,Enviar invitaciones,55
2104,Enviar invitaciones,Bradley Davidson,En proceso,Ejecutar evento,85
2105,Comprar materiales,Robert Howard,Finalizado,Enviar invitaciones,53
2106,Reservar local,Christopher Price,En proceso,Reservar local,65
2107,Ejecutar evento,James Guerra,Finalizado,Comprar materiales,44
2108,Comprar materiales,Alan Lewis,Pendiente,Decorar,55
2109,Decorar,Scott Brown,Pendiente,Decorar,76
2110,Enviar invitaciones,Robert Thomas,Pendiente,Reservar local,30
2111,Enviar invitaciones,Deborah Hughes,En proceso,Comprar materiales,62
2112,Comprar materiales,James Ibarra,En proceso,Decorar,18
2113,Reservar local,Daniel Hart,Pendiente,Comprar materiales,15
2114,Decorar,Heather Griffin,Finalizado,Enviar invitaciones,89
2115,Reservar local,Theresa Powers,Finalizado,Enviar invitaciones,32
2116,Enviar invitaciones,Amy Farmer,Finalizado,Reservar local,22
2117,Reservar local,Amanda Baker,Finalizado,Reservar local,41
2118,Reservar local,Kimberly Moore,Finalizado,Decorar,16
2119,Decorar,Joshua Higgins,Pendiente,Ejecutar evento,73
2120,Comprar materiales,James Oliver,Pendiente,Comprar materiales,43
2121,Enviar invitaciones,Ashley Day,En proceso,Comprar materiales,53
2122,Comprar materiales,Bobby Murphy,Pendiente,Comprar materiales,49
2123,Enviar invitaciones,Peter Huffman,Pendiente,Reservar local,54
2124,Decorar,Dr. Darren King,Finalizado,Comprar materiales,16
2125,Comprar materiales,Paula Wright,En proceso,Decorar,54
2126,Ejecutar evento,Marilyn Hernandez,Pendiente,Enviar invitaciones,42
2127,Comprar materiales,Larry Sparks,En proceso,Decorar,76
2128,Reservar local,Paul Marsh,Finalizado,Ejecutar evento,59
2129,Enviar invitaciones,Michael Hall,Finalizado,Decorar,59
2130,Ejecutar evento,Samuel Meyer,Pendiente,Decorar,52
2131,Enviar invitaciones,George Jimenez,Pendiente,Reservar local,28
2132,Comprar materiales,Paul Padilla,En proceso,Decorar,36
2133,Reservar local,Ann Wright,Finalizado,Decorar,69
2134,Comprar materiales,Jacqueline King,Finalizado,Enviar invitaciones,81
2135,Enviar invitaciones,Diana Alvarado,Finalizado,Decorar,22
2136,Reservar local,Mckenzie Sandoval,Finalizado,Reservar local,86
2137,Ejecutar evento,Rachel Riley,Pendiente,Reservar local,46
2138,Reservar local,Sean Taylor,Finalizado,Ejecutar evento,26
2139,Enviar invitaciones,Julie Richard,En proceso,Ejecutar evento,70
2140,Reservar local,Maria Roman,Pendiente,Comprar materiales,69
2141,Decorar,Johnathan Gutierrez,En proceso,Enviar invitaciones,27
2142,Decorar,Mary Buckley,Finalizado,Decorar,56
2143,Enviar invitaciones,Manuel Moreno,En proceso,Comprar materiales,27
2144,Reservar local,Margaret Day,Pendiente,Ejecutar evento,36
2145,Comprar materiales,Brian Dickerson,En proceso,Reservar local,46
2146,Decorar,Cole Welch,En proceso,Ejecutar evento,79
2147,Reservar local,Herbert Ramirez,Finalizado,Reservar local,55
2148,Reservar local,Derrick Morales,Pendiente,Enviar invitaciones,87
2149,Enviar invitaciones,Marvin Combs,En proceso,Enviar invitaciones,47
2150,Comprar materiales,Sandra Gray,Pendiente,Ejecutar evento,82
2151,Decorar,Scott Wright,En proceso,Decorar,52
2152,Reservar local,Steven Cox,En proceso,Enviar invitaciones,54
2153,Decorar,Deanna Bush,Finalizado,Enviar invitaciones,58
2154,Reservar local,Nancy Wilcox,Pendiente,Comprar materiales,39
2155,Ejecutar evento,Anita Nelson,Pendiente,Comprar materiales,33
2156,Comprar materiales,Jennifer Powers,En proceso,Ejecutar evento,72
2157,Reservar local,Rebecca Jackson,Finalizado,Reservar local,64
2158,Comprar materiales,Pamela Rodriguez,Finalizado,Comprar materiales,77
2159,Comprar materiales,David Thomas,Finalizado,Decorar,32
2160,Reservar local,Douglas Mason,En proceso,Comprar materiales,15
2161,Reservar local,James Wheeler,En proceso,Reservar local,72
2162,Comprar materiales,Stacie Richards,En proceso,Comprar materiales,78
2163,Decorar,Troy Allen,En proceso,Comprar materiales,75
2164,Enviar invitaciones,Michael Clarke,En proceso,Decorar,64
2165,Ejecutar evento,Sergio Romero,En proceso,Ejecutar evento,80
2166,Ejecutar evento,Michele Whitehead,Pendiente,Ejecutar evento,44
2167,Decorar,Francis Underwood,Pendiente,Enviar invitaciones,48
2168,Enviar invitaciones,Charles Norton,Pendiente,Ejecutar evento,85
2169,Ejecutar evento,Alexander Rodriguez,Pendiente,Decorar,34
2170,Enviar invitaciones,Debra Farley,En proceso,Ejecutar evento,21
2171,Decorar,Thomas Anderson,Finalizado,Reservar local,22
2172,Reservar local,Michael Brown,En proceso,Comprar materiales,22
2173,Ejecutar evento,Joshua Campbell,Finalizado,Enviar invitaciones,38
2174,Ejecutar evento,Tonya King DDS,Pendiente,Reservar local,19
2175,Comprar materiales,Diane Miller,En proceso,Ejecutar evento,80
2176,Reservar local,Melinda Smith,Finalizado,Ejecutar evento,69
2177,Ejecutar evento,Christine Miranda,Pendiente,Decorar,55
2178,Comprar materiales,Anthony Dunlap,Pendiente,Reservar local,76
2179,Enviar invitaciones,Caleb Stewart,En proceso,Decorar,75
2180,Decorar,Erik Bautista,En proceso,Comprar materiales,32
2181,Reservar local,Leslie Smith,En proceso,Ejecutar evento,66
2182,Comprar materiales,Michael Ortiz,En proceso,Reservar local,66
2183,Decorar,Sean Mcdaniel,Pendiente,Reservar local,83
2184,Ejecutar evento,Matthew Matthews,Finalizado,Enviar invitaciones,39
2185,Enviar invitaciones,Michael Le,Pendiente,Ejecutar evento,70
2186,Ejecutar evento,Sean Lawrence,Finalizado,Ejecutar evento,46
2187,Decorar,Mr. James Stephens,Pendiente,Comprar materiales,53
2188,Decorar,Jacob Hill,Finalizado,Comprar materiales,43
2189,Decorar,Monica Valencia,En proceso,Decorar,79
2190,Decorar,William Jordan,Finalizado,Decorar,72
2191,Ejecutar evento,Melissa Bennett,Pendiente,Enviar invitaciones,65
2192,Decorar,Tracey Macdonald,Finalizado,Enviar invitaciones,23
2193,Ejecutar evento,Mary Welch,Pendiente,Comprar materiales,84
2194,Decorar,Kathryn Meyer,Pendiente,Decorar,81
2195,Ejecutar evento,Dr. Douglas Ryan,Finalizado,Comprar materiales,81
2196,Decorar,Briana Smith,Pendiente,Reservar local,41
2197,Decorar,Jennifer Rogers,Pendiente,Decorar,17
2198,Enviar invitaciones,John Hoffman,Finalizado,Reservar local,48
2199,Ejecutar evento,Marie Elliott,Pendiente,Reservar local,87
2200,Comprar materiales,Robin Patrick,En proceso,Comprar materiales,37
2201,Ejecutar evento,Daniel Schultz,Finalizado,Reservar local,53
2202,Comprar materiales,Linda Lee,Pendiente,Enviar invitaciones,37
2203,Decorar,James Chase III,En proceso,Enviar invitaciones,46
2204,Reservar local,Joel Reed,Pendiente,Reservar local,20
2205,Decorar,Anthony Miller,Pendiente,Enviar invitaciones,60
2206,Reservar local,Michael Snyder,Finalizado,Ejecutar evento,34
2207,Comprar materiales,Michelle Phelps,Finalizado,Decorar,17
2208,Enviar invitaciones,Christopher Jackson,Pendiente,Ejecutar evento,27
2209,Reservar local,Margaret Campbell,Pendiente,Comprar materiales,35
2210,Comprar materiales,Mrs. Colleen Grant,En proceso,Enviar invitaciones,24
2211,Enviar invitaciones,Joshua Jones,Finalizado,Reservar local,55
2212,Comprar materiales,Norman Griffith,En proceso,Enviar invitaciones,42
2213,Decorar,Willie Ramirez,En proceso,Ejecutar evento,84
2214,Comprar materiales,Sharon Ford,Finalizado,Ejecutar evento,20
2215,Comprar materiales,Donna Castillo,Finalizado,Comprar materiales,77
2216,Decorar,Luis Espinoza,Finalizado,Ejecutar evento,40
2217,Enviar invitaciones,Jeremy Joyce,En proceso,Reservar local,48
2218,Ejecutar evento,Robert Ruiz,Finalizado,Enviar invitaciones,56
2219,Decorar,Mitchell Hernandez MD,Pendiente,Reservar local,21
2220,Decorar,Anthony Williams,En proceso,Comprar materiales,72
2221,Ejecutar evento,Jasmine James,En proceso,Enviar invitaciones,84
2222,Enviar invitaciones,Daniel Brooks,Pendiente,Enviar invitaciones,58
2223,Ejecutar evento,Michael Wood DDS,En proceso,Enviar invitaciones,18
2224,Comprar materiales,Patrick Rasmussen,En proceso,Reservar local,27
2225,Comprar materiales,Raymond Schmidt,Pendiente,Enviar invitaciones,25
